30237630,"{'latitude': 41.3901156, 'longitude': 2.1462751, 'street_count': 4}"
30237632,"{'latitude': 41.3916143, 'longitude': 2.1482746, 'street_count': 4}"
30237633,"{'latitude': 41.3924805, 'longitude': 2.1494147, 'highway': 'traffic_signals', 'street_count': 4}"
30237634,"{'latitude': 41.393332, 'longitude': 2.1505498, 'highway': 'traffic_signals', 'street_count': 4}"
30237635,"{'latitude': 41.3941775, 'longitude': 2.1516724, 'highway': 'traffic_signals', 'street_count': 3}"
30237638,"{'latitude': 41.3924756, 'longitude': 2.1539557, 'highway': 'traffic_signals', 'street_count': 4}"
30237639,"{'latitude': 41.3916167, 'longitude': 2.1550569, 'highway': 'traffic_signals', 'street_count': 4}"
30237640,"{'latitude': 41.3907305, 'longitude': 2.1561894, 'highway': 'traffic_signals', 'street_count': 4}"
30237641,"{'latitude': 41.3899095, 'longitude': 2.1573273, 'highway': 'traffic_signals', 'street_count': 4}"
30237642,"{'latitude': 41.3890454, 'longitude': 2.1584753, 'highway': 'traffic_signals', 'street_count': 4}"
30237643,"{'latitude': 41.3881987, 'longitude': 2.1595996, 'street_count': 4}"
30237645,"{'latitude': 41.3864884, 'longitude': 2.1618459, 'street_count': 4}"
30237675,"{'latitude': 41.4064169, 'longitude': 2.1333366, 'street_count': 4}"
30237677,"{'latitude': 41.4054372, 'longitude': 2.1349603, 'street_count': 4}"
30237678,"{'latitude': 41.4050021, 'longitude': 2.1354834, 'street_count': 4}"
30237679,"{'latitude': 41.4039581, 'longitude': 2.1366001, 'street_count': 4}"
30237680,"{'latitude': 41.4034316, 'longitude': 2.137206, 'street_count': 4}"
30237682,"{'latitude': 41.402082, 'longitude': 2.1388602, 'street_count': 4}"
30237683,"{'latitude': 41.4015806, 'longitude': 2.1395249, 'street_count': 3}"
30237685,"{'latitude': 41.4000962, 'longitude': 2.1415607, 'street_count': 4}"
30237686,"{'latitude': 41.3996685, 'longitude': 2.1421317, 'street_count': 4}"
30237689,"{'latitude': 41.3977935, 'longitude': 2.1446665, 'street_count': 4}"
30237690,"{'latitude': 41.3973733, 'longitude': 2.1452303, 'street_count': 4}"
30237691,"{'latitude': 41.3968235, 'longitude': 2.145942, 'street_count': 4}"
30237692,"{'latitude': 41.3963809, 'longitude': 2.1464944, 'street_count': 4}"
30237693,"{'latitude': 41.3959664, 'longitude': 2.1470516, 'street_count': 4}"
30237694,"{'latitude': 41.3951788, 'longitude': 2.1480945, 'street_count': 4}"
30237696,"{'latitude': 41.3916311, 'longitude': 2.15282, 'highway': 'traffic_signals', 'street_count': 4}"
30237697,"{'latitude': 41.3907851, 'longitude': 2.1539357, 'highway': 'traffic_signals', 'street_count': 4}"
30237698,"{'latitude': 41.3899154, 'longitude': 2.1550825, 'highway': 'traffic_signals', 'street_count': 4}"
30237699,"{'latitude': 41.389047, 'longitude': 2.1562277, 'highway': 'traffic_signals', 'street_count': 4}"
30237700,"{'latitude': 41.3881816, 'longitude': 2.1573688, 'highway': 'traffic_signals', 'street_count': 4}"
