id,properties
30238199,"{'y': 41.3777761, 'x': 2.1620569, 'street_count': 4}"
30238230,"{'y': 41.3780027, 'x': 2.1651438, 'street_count': 3}"
30238249,"{'y': 41.3783822, 'x': 2.1655194, 'street_count': 3}"
30238275,"{'y': 41.3785558, 'x': 2.1656767, 'street_count': 3}"
30238276,"{'y': 41.3782416, 'x': 2.1661643, 'street_count': 3}"
30238277,"{'y': 41.3778096, 'x': 2.1668432, 'street_count': 3}"
30238278,"{'y': 41.3775112, 'x': 2.167309, 'street_count': 4}"
30238280,"{'y': 41.376374, 'x': 2.1691078, 'street_count': 3}"
30238379,"{'y': 41.3781057, 'x': 2.1652372, 'street_count': 3}"
30238381,"{'y': 41.3771075, 'x': 2.1668763, 'street_count': 4}"
30238383,"{'y': 41.3759947, 'x': 2.1687108, 'street_count': 4}"
30238385,"{'y': 41.3748784, 'x': 2.1699824, 'street_count': 4}"
30238420,"{'y': 41.3853677, 'x': 2.1805025, 'street_count': 4}"
30238421,"{'y': 41.3851585, 'x': 2.1807699, 'street_count': 3}"
30238423,"{'y': 41.3845633, 'x': 2.1816992, 'street_count': 3}"
30238427,"{'y': 41.384061, 'x': 2.1830025, 'street_count': 4}"
30242757,"{'y': 41.3896867, 'x': 2.1734065, 'street_count': 4}"
30242758,"{'y': 41.390518, 'x': 2.1745122, 'street_count': 4}"
30242759,"{'y': 41.3913841, 'x': 2.1757033, 'street_count': 4}"
30242760,"{'y': 41.392227, 'x': 2.1768143, 'street_count': 4}"
30242762,"{'y': 41.3939245, 'x': 2.1790931, 'street_count': 4}"
30242763,"{'y': 41.3947509, 'x': 2.1802212, 'street_count': 4}"
30242764,"{'y': 41.3956158, 'x': 2.1813752, 'street_count': 5}"
30242766,"{'y': 41.3964693, 'x': 2.1824618, 'street_count': 4}"
30242768,"{'y': 41.39824, 'x': 2.1848306, 'street_count': 3}"
30242809,"{'y': 41.3973476, 'x': 2.1813237, 'street_count': 4}"
30242810,"{'y': 41.3964956, 'x': 2.1802191, 'street_count': 4}"
30242811,"{'y': 41.3956217, 'x': 2.1790594, 'street_count': 4}"
30242812,"{'y': 41.3947872, 'x': 2.1779367, 'street_count': 4}"
30242814,"{'y': 41.3930864, 'x': 2.1756925, 'street_count': 4}"
30242815,"{'y': 41.3922356, 'x': 2.1745708, 'street_count': 4}"
30242816,"{'y': 41.391403, 'x': 2.1734254, 'street_count': 4}"
30242817,"{'y': 41.3905252, 'x': 2.1722992, 'street_count': 4}"
30242818,"{'y': 41.389684, 'x': 2.1711549, 'street_count': 4}"
30242858,"{'y': 41.383943, 'x': 2.1562207, 'highway': 'crossing', 'street_count': 4}"
30242871,"{'y': 41.3975504, 'x': 2.1742869, 'street_count': 4}"
30242872,"{'y': 41.3983937, 'x': 2.1754165, 'street_count': 4}"
30242874,"{'y': 41.4001137, 'x': 2.1777067, 'street_count': 4}"
30242877,"{'y': 41.4014022, 'x': 2.179461, 'street_count': 3}"
30242948,"{'y': 41.4123058, 'x': 2.1623511, 'street_count': 4}"
30242949,"{'y': 41.4107035, 'x': 2.163705, 'street_count': 3}"
30242950,"{'y': 41.410472, 'x': 2.1639578, 'street_count': 4}"
30242951,"{'y': 41.4102356, 'x': 2.1642813, 'street_count': 4}"
30242952,"{'y': 41.4095846, 'x': 2.1651433, 'highway': 'traffic_signals', 'street_count': 4}"
30242955,"{'y': 41.4080935, 'x': 2.1671273, 'street_count': 3}"
30242956,"{'y': 41.4075882, 'x': 2.1677978, 'street_count': 4}"
30242957,"{'y': 41.4069301, 'x': 2.1686751, 'street_count': 4}"
30242958,"{'y': 41.4060666, 'x': 2.1698152, 'street_count': 4}"
30242959,"{'y': 41.4052311, 'x': 2.1709113, 'street_count': 4}"
30242960,"{'y': 41.4043489, 'x': 2.172083, 'street_count': 4}"
30242962,"{'y': 41.4026495, 'x': 2.174301, 'street_count': 4}"
30242963,"{'y': 41.4018091, 'x': 2.1754533, 'street_count': 4}"
30242965,"{'y': 41.3992296, 'x': 2.1788705, 'street_count': 4}"
30242968,"{'y': 41.3956208, 'x': 2.1835915, 'street_count': 4}"
30242970,"{'y': 41.3939561, 'x': 2.1858141, 'highway': 'traffic_signals', 'street_count': 4}"
30242971,"{'y': 41.3931647, 'x': 2.1868088, 'street_count': 6}"
30242972,"{'y': 41.392287, 'x': 2.188004, 'street_count': 4}"
30242973,"{'y': 41.3914648, 'x': 2.189113, 'street_count': 4}"
30242975,"{'y': 41.3896468, 'x': 2.1914943, 'street_count': 3}"
30242976,"{'y': 41.3881999, 'x': 2.1934372, 'street_count': 4}"
30242977,"{'y': 41.3871577, 'x': 2.194825, 'street_count': 4}"
30243042,"{'y': 41.3788174, 'x': 2.1516527, 'highway': 'traffic_signals', 'street_count': 4}"
30243046,"{'y': 41.3822357, 'x': 2.1561978, 'street_count': 4}"
30243047,"{'y': 41.3830833, 'x': 2.1573254, 'street_count': 4}"
30243048,"{'y': 41.3839348, 'x': 2.1584589, 'street_count': 4}"
30243051,"{'y': 41.3882222, 'x': 2.1640852, 'street_count': 4}"
30243054,"{'y': 41.3915821, 'x': 2.1686124, 'street_count': 4}"
30243056,"{'y': 41.3932917, 'x': 2.1708871, 'street_count': 4}"
30243058,"{'y': 41.3950134, 'x': 2.1731758, 'street_count': 4}"
30243061,"{'y': 41.3975198, 'x': 2.1765809, 'street_count': 4}"
30243062,"{'y': 41.3983798, 'x': 2.1777354, 'street_count': 4}"
30243065,"{'y': 41.4018046, 'x': 2.1823243, 'street_count': 3}"
30243112,"{'y': 41.405284, 'x': 2.1641043, 'street_count': 3}"
30243114,"{'y': 41.4035405, 'x': 2.1664255, 'street_count': 4}"
30243115,"{'y': 41.4026807, 'x': 2.1675563, 'street_count': 4}"
30243116,"{'y': 41.4018319, 'x': 2.1686726, 'street_count': 4}"
30243117,"{'y': 41.4009829, 'x': 2.1697891, 'street_count': 4}"
30243118,"{'y': 41.4001131, 'x': 2.170933, 'street_count': 3}"
30243120,"{'y': 41.3992467, 'x': 2.1720454, 'street_count': 4}"
30243124,"{'y': 41.3930747, 'x': 2.1801984, 'street_count': 4}"
30243125,"{'y': 41.3922278, 'x': 2.1813212, 'street_count': 4}"
30243126,"{'y': 41.3914049, 'x': 2.1823876, 'street_count': 4}"
30243127,"{'y': 41.3905976, 'x': 2.1834549, 'street_count': 4}"
30243128,"{'y': 41.3897947, 'x': 2.1845158, 'street_count': 4}"
30243129,"{'y': 41.3966726, 'x': 2.1754464, 'street_count': 4}"
30243156,"{'y': 41.4052058, 'x': 2.1663822, 'street_count': 4}"
30243157,"{'y': 41.4043601, 'x': 2.1675023, 'street_count': 4}"
30243158,"{'y': 41.4034957, 'x': 2.1686421, 'street_count': 4}"
30243159,"{'y': 41.4026545, 'x': 2.1697614, 'street_count': 4}"
30243160,"{'y': 41.4018054, 'x': 2.1708861, 'street_count': 4}"
30243163,"{'y': 41.3992399, 'x': 2.1742882, 'street_count': 4}"
30243166,"{'y': 41.3939231, 'x': 2.1812974, 'street_count': 4}"
30243202,"{'y': 41.4037362, 'x': 2.1616694, 'street_count': 3}"
30243203,"{'y': 41.4026883, 'x': 2.1630123, 'street_count': 4}"
30243205,"{'y': 41.400125, 'x': 2.1663833, 'street_count': 4}"
30243206,"{'y': 41.3992826, 'x': 2.1675133, 'street_count': 4}"
30243208,"{'y': 41.3984263, 'x': 2.1686574, 'street_count': 4}"
30243209,"{'y': 41.3975689, 'x': 2.1697923, 'street_count': 4}"
30243210,"{'y': 41.3967155, 'x': 2.1709222, 'street_count': 4}"
30243211,"{'y': 41.3939252, 'x': 2.1745969, 'street_count': 3}"
30243212,"{'y': 41.3913622, 'x': 2.1779376, 'street_count': 4}"
30243213,"{'y': 41.3910387, 'x': 2.1783339, 'highway': 'traffic_signals', 'street_count': 3}"
30243244,"{'y': 41.4000991, 'x': 2.1640891, 'street_count': 5}"
30243245,"{'y': 41.3992808, 'x': 2.1652568, 'street_count': 4}"
30243250,"{'y': 41.3931923, 'x': 2.1733002, 'street_count': 3}"
30243251,"{'y': 41.390503, 'x': 2.1768752, 'highway': 'traffic_signals', 'street_count': 5}"
30243253,"{'y': 41.3892998, 'x': 2.1784404, 'street_count': 3}"
30243260,"{'y': 41.3983934, 'x': 2.1640975, 'street_count': 4}"
30243261,"{'y': 41.396716, 'x': 2.1663873, 'street_count': 4}"
30243262,"{'y': 41.3958445, 'x': 2.1675328, 'street_count': 4}"
30243263,"{'y': 41.3949961, 'x': 2.1686475, 'street_count': 4}"
30243264,"{'y': 41.3923296, 'x': 2.1721511, 'street_count': 4}"
30243312,"{'y': 41.3796678, 'x': 2.1460041, 'street_count': 4}"
30243313,"{'y': 41.3805001, 'x': 2.1471678, 'highway': 'traffic_signals', 'street_count': 3}"
30243319,"{'y': 41.3847864, 'x': 2.1528315, 'street_count': 4}"
30243321,"{'y': 41.3864942, 'x': 2.1550473, 'street_count': 4}"
30243322,"{'y': 41.3899051, 'x': 2.1596405, 'highway': 'traffic_signals', 'street_count': 4}"
30243323,"{'y': 41.3907305, 'x': 2.1607468, 'highway': 'traffic_signals', 'street_count': 4}"
30243325,"{'y': 41.3924169, 'x': 2.1629623, 'street_count': 3}"
30243329,"{'y': 41.39837, 'x': 2.1708663, 'street_count': 4}"
30243330,"{'y': 41.4009626, 'x': 2.1743133, 'street_count': 4}"
30243331,"{'y': 41.4027462, 'x': 2.1767153, 'street_count': 4}"
30243332,"{'y': 41.4035995, 'x': 2.1778042, 'street_count': 4}"
30243333,"{'y': 41.4043959, 'x': 2.1788771, 'street_count': 4}"
30243334,"{'y': 41.4052131, 'x': 2.1799678, 'street_count': 4}"
30243335,"{'y': 41.4060287, 'x': 2.1811199, 'street_count': 4}"
30243336,"{'y': 41.4068609, 'x': 2.1822648, 'street_count': 4}"
30243337,"{'y': 41.4077349, 'x': 2.1834594, 'street_count': 4}"
30243338,"{'y': 41.4083413, 'x': 2.1842645, 'street_count': 3}"
30243341,"{'y': 41.410083, 'x': 2.1865483, 'street_count': 3}"
30243342,"{'y': 41.4104286, 'x': 2.1869941, 'street_count': 4}"
30243343,"{'y': 41.4109889, 'x': 2.1877236, 'street_count': 3}"
30243344,"{'y': 41.4115925, 'x': 2.1885067, 'street_count': 4}"
30243348,"{'y': 41.4145473, 'x': 2.1924111, 'street_count': 4}"
30243349,"{'y': 41.4153897, 'x': 2.193533, 'street_count': 3}"
30243350,"{'y': 41.4162683, 'x': 2.1947131, 'street_count': 4}"
30243352,"{'y': 41.4171094, 'x': 2.1958427, 'street_count': 4}"
30243353,"{'y': 41.4175158, 'x': 2.1963886, 'street_count': 4}"
30243355,"{'y': 41.4188101, 'x': 2.198127, 'street_count': 4}"
30243356,"{'y': 41.4196531, 'x': 2.1992594, 'street_count': 4}"
30243357,"{'y': 41.4204911, 'x': 2.200385, 'street_count': 5}"
30243358,"{'y': 41.4213808, 'x': 2.2015692, 'street_count': 3}"
30243361,"{'y': 41.383959, 'x': 2.1493892, 'street_count': 4}"
30243362,"{'y': 41.3847739, 'x': 2.1505215, 'street_count': 4}"
30243363,"{'y': 41.3856333, 'x': 2.1517023, 'street_count': 4}"
30243365,"{'y': 41.3873692, 'x': 2.1539291, 'highway': 'traffic_signals', 'street_count': 4}"
30243366,"{'y': 41.3907785, 'x': 2.1584894, 'highway': 'traffic_signals', 'street_count': 4}"
30243367,"{'y': 41.3916003, 'x': 2.1595883, 'highway': 'traffic_signals', 'street_count': 4}"
30243368,"{'y': 41.3921677, 'x': 2.160339, 'street_count': 3}"
30243370,"{'y': 41.3932895, 'x': 2.1618471, 'street_count': 3}"
30243371,"{'y': 41.3939403, 'x': 2.1627175, 'highway': 'traffic_signals', 'street_count': 4}"
30243373,"{'y': 41.3950144, 'x': 2.1641149, 'street_count': 4}"
30243375,"{'y': 41.3958637, 'x': 2.1652492, 'street_count': 4}"
30243389,"{'y': 41.4018166, 'x': 2.1731911, 'street_count': 3}"
30243390,"{'y': 41.4036237, 'x': 2.1756008, 'street_count': 4}"
30243391,"{'y': 41.4044287, 'x': 2.1766682, 'street_count': 4}"
30243392,"{'y': 41.4052205, 'x': 2.1777917, 'street_count': 4}"
30243394,"{'y': 41.4064735, 'x': 2.1794434, 'street_count': 4}"
30243395,"{'y': 41.4068856, 'x': 2.1799897, 'street_count': 4}"
30243396,"{'y': 41.4077312, 'x': 2.181116, 'street_count': 4}"
30243397,"{'y': 41.4086115, 'x': 2.1822831, 'street_count': 4}"
30243398,"{'y': 41.4092289, 'x': 2.1831017, 'street_count': 4}"
30243400,"{'y': 41.4107942, 'x': 2.1851704, 'street_count': 3}"
30243401,"{'y': 41.4111949, 'x': 2.1856951, 'street_count': 3}"
30243402,"{'y': 41.4114516, 'x': 2.1860452, 'street_count': 4}"
30243447,"{'y': 41.4136767, 'x': 2.1890307, 'street_count': 4}"
30243449,"{'y': 41.4155318, 'x': 2.191106, 'street_count': 4}"
30243876,"{'y': 41.376089, 'x': 2.1530324, 'highway': 'traffic_signals', 'street_count': 4}"
30243877,"{'y': 41.3769273, 'x': 2.1541459, 'highway': 'traffic_signals', 'street_count': 4}"
30243878,"{'y': 41.3777867, 'x': 2.1552875, 'highway': 'traffic_signals', 'street_count': 4}"
30243879,"{'y': 41.378639, 'x': 2.1564196, 'highway': 'traffic_signals', 'street_count': 4}"
30243880,"{'y': 41.3794974, 'x': 2.1575586, 'highway': 'traffic_signals', 'street_count': 4}"
30243881,"{'y': 41.3803572, 'x': 2.1586997, 'street_count': 4}"
30243883,"{'y': 41.3820382, 'x': 2.1609632, 'highway': 'traffic_signals', 'street_count': 4}"
30243887,"{'y': 41.3760934, 'x': 2.1552854, 'street_count': 5}"
30243888,"{'y': 41.3769185, 'x': 2.1564515, 'street_count': 4}"
30243889,"{'y': 41.377767, 'x': 2.1575542, 'street_count': 4}"
30243890,"{'y': 41.3786328, 'x': 2.1587031, 'street_count': 4}"
30243891,"{'y': 41.3795031, 'x': 2.1598479, 'street_count': 4}"
30243942,"{'y': 41.3792706, 'x': 2.1760378, 'street_count': 3}"
30243943,"{'y': 41.3793398, 'x': 2.1761073, 'street_count': 3}"
30243944,"{'y': 41.3796641, 'x': 2.17641, 'street_count': 4}"
30243945,"{'y': 41.3799218, 'x': 2.1766799, 'street_count': 3}"
30243946,"{'y': 41.379975, 'x': 2.1767507, 'street_count': 3}"
30243951,"{'y': 41.3802693, 'x': 2.1771052, 'street_count': 3}"
30243952,"{'y': 41.3804783, 'x': 2.1777379, 'street_count': 4}"
30243953,"{'y': 41.380614, 'x': 2.1780254, 'street_count': 4}"
30243954,"{'y': 41.3830196, 'x': 2.175276, 'street_count': 3}"
30243955,"{'y': 41.3829393, 'x': 2.1753885, 'street_count': 3}"
30243956,"{'y': 41.3825933, 'x': 2.17591, 'street_count': 4}"
30243957,"{'y': 41.3822986, 'x': 2.1762902, 'street_count': 4}"
30243958,"{'y': 41.3817688, 'x': 2.1771018, 'street_count': 3}"
30243959,"{'y': 41.381445, 'x': 2.1775878, 'street_count': 4}"
30243961,"{'y': 41.3810754, 'x': 2.1783123, 'street_count': 3}"
30243962,"{'y': 41.3848178, 'x': 2.1801892, 'street_count': 3}"
30243966,"{'y': 41.3843934, 'x': 2.1808684, 'street_count': 3}"
30243967,"{'y': 41.3842781, 'x': 2.181061, 'street_count': 3}"
30243970,"{'y': 41.3838554, 'x': 2.181792, 'street_count': 3}"
30243990,"{'y': 41.3846606, 'x': 2.1796196, 'street_count': 3}"
30243996,"{'y': 41.3859571, 'x': 2.1812389, 'street_count': 4}"
30243997,"{'y': 41.3862033, 'x': 2.1815491, 'street_count': 3}"
30244000,"{'y': 41.386687, 'x': 2.1821657, 'street_count': 4}"
30244001,"{'y': 41.3875025, 'x': 2.1832094, 'street_count': 4}"
30244365,"{'y': 41.3862324, 'x': 2.1757365, 'street_count': 3}"
30244367,"{'y': 41.3865267, 'x': 2.1763621, 'street_count': 3}"
30244368,"{'y': 41.3865814, 'x': 2.1765118, 'street_count': 3}"
30244372,"{'y': 41.386807, 'x': 2.1769383, 'street_count': 3}"
30244373,"{'y': 41.3868829, 'x': 2.1770554, 'street_count': 3}"
30244377,"{'y': 41.3872229, 'x': 2.1774591, 'street_count': 3}"
30244380,"{'y': 41.3876111, 'x': 2.1778556, 'street_count': 3}"
30244384,"{'y': 41.3880304, 'x': 2.1783803, 'street_count': 3}"
30244385,"{'y': 41.3881536, 'x': 2.1785552, 'street_count': 3}"
30244386,"{'y': 41.3883254, 'x': 2.1787758, 'street_count': 3}"
30244388,"{'y': 41.3886317, 'x': 2.179144, 'street_count': 3}"
30244390,"{'y': 41.3888992, 'x': 2.1793316, 'street_count': 3}"
30244395,"{'y': 41.3898225, 'x': 2.1799097, 'street_count': 3}"
30246668,"{'y': 41.3752313, 'x': 2.1609358, 'street_count': 3}"
30246669,"{'y': 41.3761076, 'x': 2.1620697, 'street_count': 5}"
30246670,"{'y': 41.376803, 'x': 2.1630388, 'street_count': 3}"
30246671,"{'y': 41.3777713, 'x': 2.1643135, 'street_count': 3}"
30246674,"{'y': 41.3769173, 'x': 2.1654326, 'street_count': 3}"
30246702,"{'y': 41.3760716, 'x': 2.1665916, 'highway': 'traffic_signals', 'street_count': 3}"
30246711,"{'y': 41.3907976, 'x': 2.1448138, 'street_count': 4}"
30246712,"{'y': 41.3902033, 'x': 2.1456197, 'highway': 'crossing', 'street_count': 3}"
30246752,"{'y': 41.3811606, 'x': 2.1576195, 'street_count': 4}"
30246755,"{'y': 41.376932, 'x': 2.1632059, 'street_count': 4}"
30246768,"{'y': 41.388161, 'x': 2.1460028, 'street_count': 4}"
30246771,"{'y': 41.3813869, 'x': 2.1550612, 'street_count': 4}"
30246772,"{'y': 41.3803052, 'x': 2.1564868, 'street_count': 4}"
30246773,"{'y': 41.3777867, 'x': 2.1598233, 'street_count': 4}"
30246777,"{'y': 41.3873511, 'x': 2.1449016, 'street_count': 4}"
30246778,"{'y': 41.3856347, 'x': 2.147173, 'street_count': 4}"
30246781,"{'y': 41.3805318, 'x': 2.1539255, 'street_count': 4}"
30246783,"{'y': 41.3772791, 'x': 2.1582215, 'street_count': 4}"
30246820,"{'y': 41.3847684, 'x': 2.1460751, 'street_count': 4}"
30246824,"{'y': 41.3760558, 'x': 2.1575566, 'street_count': 4}"
30246859,"{'y': 41.3847684, 'x': 2.143797, 'street_count': 4}"
30246860,"{'y': 41.3839127, 'x': 2.1449169, 'street_count': 4}"
30246864,"{'y': 41.3777544, 'x': 2.1530809, 'highway': 'traffic_signals', 'street_count': 4}"
30246949,"{'y': 41.3746953, 'x': 2.155761, 'street_count': 3}"
30246970,"{'y': 41.374294, 'x': 2.1558793, 'street_count': 3}"
30246971,"{'y': 41.3736328, 'x': 2.155891, 'street_count': 3}"
30247005,"{'y': 41.3739838, 'x': 2.1569372, 'street_count': 3}"
30247006,"{'y': 41.3736419, 'x': 2.1566686, 'street_count': 3}"
30247007,"{'y': 41.372976, 'x': 2.1566993, 'street_count': 4}"
30247026,"{'y': 41.3736539, 'x': 2.1580229, 'street_count': 4}"
30247027,"{'y': 41.3730143, 'x': 2.1577255, 'street_count': 4}"
30247035,"{'y': 41.37214, 'x': 2.1568604, 'street_count': 4}"
30247060,"{'y': 41.3736639, 'x': 2.1586679, 'street_count': 3}"
30247061,"{'y': 41.3730271, 'x': 2.1583815, 'street_count': 4}"
30247088,"{'y': 41.3924692, 'x': 2.1471542, 'street_count': 4}"
30247089,"{'y': 41.3899179, 'x': 2.1505317, 'street_count': 4}"
30247091,"{'y': 41.3858774, 'x': 2.1558694, 'highway': 'traffic_signals', 'street_count': 4}"
30247093,"{'y': 41.3828653, 'x': 2.15988, 'street_count': 4}"
30247097,"{'y': 41.3811724, 'x': 2.1620734, 'highway': 'traffic_signals', 'street_count': 4}"
30247166,"{'y': 41.3933351, 'x': 2.1551127, 'highway': 'traffic_signals', 'street_count': 4}"
30247167,"{'y': 41.3925011, 'x': 2.156266, 'highway': 'traffic_signals', 'street_count': 4}"
30247382,"{'y': 41.4043806, 'x': 2.1407911, 'highway': 'traffic_signals', 'street_count': 3}"
30247386,"{'y': 41.4038692, 'x': 2.1421559, 'street_count': 3}"
30247390,"{'y': 41.4033519, 'x': 2.1429675, 'street_count': 3}"
30247395,"{'y': 41.402852, 'x': 2.1444357, 'street_count': 4}"
30247401,"{'y': 41.4021001, 'x': 2.1459702, 'street_count': 3}"
30247402,"{'y': 41.4019606, 'x': 2.1462267, 'street_count': 3}"
30247405,"{'y': 41.4014289, 'x': 2.1471912, 'highway': 'traffic_signals', 'street_count': 4}"
30247406,"{'y': 41.4013357, 'x': 2.1473536, 'street_count': 2}"
30247409,"{'y': 41.4007678, 'x': 2.1481789, 'street_count': 4}"
30247411,"{'y': 41.4002259, 'x': 2.1489897, 'street_count': 4}"
30247413,"{'y': 41.3994476, 'x': 2.1501539, 'street_count': 4}"
30247416,"{'y': 41.398922, 'x': 2.1507846, 'street_count': 4}"
30247426,"{'y': 41.3969047, 'x': 2.1526926, 'street_count': 4}"
30247429,"{'y': 41.3960026, 'x': 2.1538371, 'street_count': 3}"
30247431,"{'y': 41.3952254, 'x': 2.1548421, 'highway': 'traffic_signals', 'street_count': 4}"
30247432,"{'y': 41.3941769, 'x': 2.1562201, 'highway': 'traffic_signals', 'street_count': 4}"
30247433,"{'y': 41.3933069, 'x': 2.1573585, 'highway': 'traffic_signals', 'street_count': 4}"
30247434,"{'y': 41.3899148, 'x': 2.1618703, 'highway': 'traffic_signals', 'street_count': 4}"
30248246,"{'y': 41.3746065, 'x': 2.1659391, 'street_count': 3}"
30248252,"{'y': 41.3726665, 'x': 2.1646705, 'street_count': 4}"
30248264,"{'y': 41.3724644, 'x': 2.1653053, 'street_count': 4}"
30248270,"{'y': 41.3722582, 'x': 2.1659763, 'street_count': 3}"
30248272,"{'y': 41.3708339, 'x': 2.1650724, 'street_count': 1}"
30248274,"{'y': 41.3737686, 'x': 2.1673136, 'street_count': 3}"
30248275,"{'y': 41.3732073, 'x': 2.1670474, 'street_count': 3}"
30248276,"{'y': 41.3728102, 'x': 2.1667898, 'street_count': 4}"
30248280,"{'y': 41.3739439, 'x': 2.1606337, 'street_count': 4}"
30248281,"{'y': 41.3738754, 'x': 2.161021, 'street_count': 4}"
30248293,"{'y': 41.3748466, 'x': 2.1614668, 'highway': 'crossing', 'street_count': 3}"
30248295,"{'y': 41.3725444, 'x': 2.1675066, 'street_count': 4}"
30248296,"{'y': 41.3721734, 'x': 2.1685162, 'street_count': 3}"
30248297,"{'y': 41.3718266, 'x': 2.169366, 'street_count': 3}"
30248299,"{'y': 41.3739957, 'x': 2.1694407, 'street_count': 3}"
30248300,"{'y': 41.3732582, 'x': 2.1690596, 'street_count': 4}"
30248305,"{'y': 41.3737488, 'x': 2.1703665, 'street_count': 4}"
30248310,"{'y': 41.3734401, 'x': 2.1684321, 'street_count': 4}"
30248312,"{'y': 41.3729658, 'x': 2.1699702, 'street_count': 4}"
30248313,"{'y': 41.3727594, 'x': 2.17078, 'street_count': 4}"
30248318,"{'y': 41.3729232, 'x': 2.1678842, 'street_count': 3}"
30248342,"{'y': 41.3757701, 'x': 2.1708116, 'street_count': 3}"
30248343,"{'y': 41.3762095, 'x': 2.1712699, 'street_count': 4}"
30248345,"{'y': 41.3769481, 'x': 2.1720452, 'street_count': 3}"
30248358,"{'y': 41.3741038, 'x': 2.1691303, 'street_count': 4}"
30248535,"{'y': 41.3788344, 'x': 2.1471627, 'street_count': 3}"
30248549,"{'y': 41.386479, 'x': 2.1482879, 'highway': 'traffic_signals', 'street_count': 4}"
30248550,"{'y': 41.3916056, 'x': 2.1459678, 'highway': 'traffic_signals', 'street_count': 4}"
30248580,"{'y': 41.393296, 'x': 2.145293, 'street_count': 3}"
30248582,"{'y': 41.3936599, 'x': 2.1457472, 'street_count': 3}"
30248583,"{'y': 41.3939846, 'x': 2.1461819, 'street_count': 3}"
30248584,"{'y': 41.3945726, 'x': 2.1471403, 'highway': 'traffic_signals', 'street_count': 3}"
30248585,"{'y': 41.3948048, 'x': 2.147512, 'street_count': 3}"
30248586,"{'y': 41.3959438, 'x': 2.1493362, 'street_count': 4}"
30248590,"{'y': 41.3975866, 'x': 2.1519058, 'street_count': 4}"
30248591,"{'y': 41.3981752, 'x': 2.1528063, 'street_count': 3}"
30248592,"{'y': 41.3984728, 'x': 2.1532431, 'street_count': 5}"
30248593,"{'y': 41.3986995, 'x': 2.1536097, 'street_count': 3}"
30248594,"{'y': 41.398785, 'x': 2.1537466, 'street_count': 3}"
30248595,"{'y': 41.3990078, 'x': 2.1540646, 'highway': 'crossing', 'street_count': 4}"
30251173,"{'y': 41.3762817, 'x': 2.1237226, 'street_count': 3}"
30251174,"{'y': 41.3766338, 'x': 2.1243022, 'street_count': 3}"
